slug,nom_reel,code_postal,code_insee,pop2012,surface,long_deg,lat_deg
massignieu-de-rives,Massignieu-de-Rives,01300,1239,600,9.52,5.76667,45.75
saint-etienne-sur-chalaronne,Saint-Étienne-sur-Chalaronne,01140,1351,1400,20.99,4.86667,46.15
bohas-meyriat-rignat,Bohas-Meyriat-Rignat,01250,1245,800,23.51,5.4,46.1333
chevry-01,Chevry,01170,1103,1200,5.84,6.03333,46.2833
fareins,Fareins,01480,1157,2000,8.22,4.76667,46.0167
gorrevod,Gorrevod,01190,1175,700,6.88,4.95,46.4167
valeins,Valeins,01140,1428,100,4.36,4.86667,46.1167
vieu-d-izenave,Vieu-d'Izenave,01430,1441,700,23.73,5.53333,46.0833
toussieux,Toussieux,01600,1423,700,4.74,4.83333,45.9667
arbigny,Arbigny,01190,1016,400,17.47,4.96667,46.4667
malafretaz,Malafretaz,01340,1229,900,9.19,5.15,46.3167
samognat,Samognat,01580,1392,700,14.01,5.58333,46.25
cras-sur-reyssouze,Cras-sur-Reyssouze,01340,1130,1200,13.83,5.16667,46.3
messimy-sur-saone,Messimy-sur-Saône,01480,1243,1200,5.95,4.76473,46.0484
pougny-01,Pougny,01550,1308,800,7.77,5.95,46.1333
sandrans,Sandrans,01400,1393,500,29.02,4.98333,46.0667
pont-de-veyle,Pont-de-Veyle,01290,1306,1500,1.94,4.88333,46.2667
mijoux,Mijoux,01170,1247,400,22.0,6.0,46.3667
saint-jean-de-gonville,Saint-Jean-de-Gonville,01630,1360,1400,12.36,5.95,46.2167
saint-andre-le-bouchoux,Saint-André-le-Bouchoux,01240,1335,300,9.32,5.08333,46.1167
chaneins,Chaneins,01990,1083,800,12.63,4.85,46.1
joyeux,Joyeux,01800,1198,200,16.58,5.1,45.95
tramoyes,Tramoyes,01390,1424,1600,12.93,4.96667,45.8667
biziat,Biziat,01290,1046,800,11.39,4.93333,46.2167
izenave,Izenave,01430,1191,200,13.04,5.53333,46.0333
belmont-luthezieu,Belmont-Luthézieu,01260,1036,500,19.77,5.66167,45.8795
arbent,Arbent,01100,1014,3400,23.49,5.68333,46.3
sutrieu,Sutrieu,01260,1414,200,19.05,5.65,45.95
serrieres-de-briord,Serrières-de-Briord,01470,1403,1100,8.03,5.45445,45.8081
aranc,Aranc,01110,1012,300,21.65,5.5,46.0
chaley,Chaley,01230,1076,100,4.6,5.53333,45.95
curciat-dongalon,Curciat-Dongalon,01560,1139,400,23.94,5.15,46.4667
loyettes,Loyettes,01360,1224,2400,21.28,5.2,45.7667
gex,Gex,01170,1173,9700,32.02,6.06667,46.3333
courtes,Courtes,01560,1128,300,9.06,5.1,46.4667
bereziat,Béréziat,01340,1040,400,10.83,5.05,46.3667
lapeyrouse-01,Lapeyrouse,01330,1207,300,20.04,4.96667,45.9833
apremont-01,Apremont,01100,1011,300,14.57,5.65833,46.2083
villieu-loyes-mollon,Villieu-Loyes-Mollon,01800,1450,2900,15.91,5.22223,45.9206
leyment,Leyment,01150,1213,1300,14.18,5.3,45.9167
etrez,Étrez,01340,1154,800,12.15,5.18333,46.3333
gercy,Gercy,02140,2341,300,6.33,3.86667,49.8167
villemontoire,Villemontoire,02210,2804,200,7.65,3.33333,49.3
brancourt-le-grand,Brancourt-le-Grand,02110,2112,600,13.14,3.38333,49.9667
licy-clignon,Licy-Clignon,02810,2428,100,4.09,3.26667,49.1
proisy,Proisy,02120,2624,300,5.2,3.73333,49.9
chambry-02,Chambry,02000,2157,700,8.89,3.65,49.6
mont-saint-jean-02,Mont-Saint-Jean,02360,2522,100,3.97,4.2,49.7833
morgny-en-thierache,Morgny-en-Thiérache,02360,2526,100,6.99,4.06667,49.7667
mesnil-saint-laurent,Mesnil-Saint-Laurent,02720,2481,400,5.45,3.35,49.8333
annois,Annois,02480,2019,400,5.9,3.16667,49.7167
brunehamel,Brunehamel,02360,2126,500,8.9,4.18333,49.7667
audignicourt,Audignicourt,02300,2034,100,5.66,3.13333,49.4833
montigny-sur-crecy,Montigny-sur-Crécy,02270,2517,300,8.53,3.58333,49.7167
lor,Lor,02190,2440,100,8.87,4.05,49.5333
chivres-en-laonnois,Chivres-en-Laonnois,02350,2189,400,13.56,3.85,49.6333
saint-gobain,Saint-Gobain,02410,2680,2300,29.73,3.38333,49.6
ugny-le-gay,Ugny-le-Gay,02300,2754,200,5.9,3.16667,49.6667
happencourt,Happencourt,02480,2367,200,5.18,3.18333,49.7833
prouvais,Prouvais,02190,2626,400,18.22,3.98333,49.4667
azy-sur-marne,Azy-sur-Marne,02400,2042,400,2.78,3.36667,49.0
terny-sorny,Terny-Sorny,02880,2739,300,7.07,3.36667,49.45
droizy,Droizy,02210,2272,100,5.42,3.38333,49.2833
pignicourt,Pignicourt,02190,2601,100,7.01,4.03333,49.4167
moussy-verneuil,Moussy-Verneuil,02160,2531,100,6.43,3.63333,49.4167
aguilcourt,Aguilcourt,02190,2005,300,10.57,3.96667,49.4
montaigu-02,Montaigu,02820,2498,700,23.51,3.83333,49.5333
moulins-02,Moulins,02160,2530,100,1.6,3.68333,49.4167
saulchery,Saulchery,02310,2701,700,2.63,3.3,48.9833
nanteuil-la-fosse,Nanteuil-la-Fosse,02880,2537,100,7.36,3.45,49.4333
guignicourt,Guignicourt,02190,2360,2100,17.74,3.96667,49.4333
bucy-le-long,Bucy-le-Long,02880,2131,2000,12.86,3.38333,49.4
longpont,Longpont,02600,2438,300,10.94,3.21667,49.2667
montgobert,Montgobert,02600,2506,200,11.18,3.15,49.3
noircourt,Noircourt,02340,2556,100,5.45,4.1,49.6667
rozet-saint-albin,Rozet-Saint-Albin,02210,2662,300,7.95,3.3,49.2
chivy-les-etouvelles,Chivy-lès-Étouvelles,02000,2191,500,3.54,3.58333,49.5167
chavonne,Chavonne,02370,2176,200,3.62,3.56667,49.4
artonges,Artonges,02330,2026,200,13.12,3.55,48.9333
oisy-02,Oisy,02450,2569,400,10.79,3.66667,50.0167
juvigny-02,Juvigny,02880,2398,300,13.85,3.31667,49.45
marchais-en-brie,Marchais-en-Brie,02540,2458,300,12.78,3.48333,48.8833
bouconville-vauclair,Bouconville-Vauclair,02860,2102,200,13.04,3.75556,49.4656
bouteille,La Bouteille,02140,2109,500,19.0,3.96667,49.8667
ly-fontaine,Ly-Fontaine,02440,2446,100,3.47,3.3,49.7167
logny-les-aubenton,Logny-lès-Aubenton,02500,2435,100,8.15,4.2,49.8333
cuirieux,Cuirieux,02350,2248,200,6.46,3.81667,49.6833
iron,Iron,02510,2386,200,9.51,3.66667,49.95
joncourt,Joncourt,02420,2392,300,7.25,3.3,49.95
effry,Effry,02500,2275,400,2.77,4.0,49.9333
jumigny,Jumigny,02160,2396,100,2.49,3.71667,49.4167
chaourse,Chaourse,02340,2160,600,18.6,4.0,49.7
saint-remy-blanzy,Saint-Rémy-Blanzy,02210,2693,200,13.99,3.3,49.2333
beaumont-en-beine,Beaumont-en-Beine,02300,2056,200,5.41,3.13333,49.7
plessier-huleu,Le Plessier-Huleu,02210,2606,100,5.2,3.35,49.2333
estrees-02,Estrées,02420,2291,400,7.04,3.28333,49.9667
baulne-en-brie,Baulne-en-Brie,02330,2053,300,18.89,3.61667,48.9833
guivry,Guivry,02300,2362,300,7.15,3.11667,49.65
variscourt,Variscourt,02190,2761,200,5.56,3.98333,49.4167
chatillon-sur-oise,Châtillon-sur-Oise,02240,2170,100,2.62,3.4,49.7833
soissons,Soissons,02200,2722,28500,12.32,3.33333,49.3667
bray-saint-christophe,Bray-Saint-Christophe,02480,2117,100,2.88,3.15,49.7667
herie-la-vieville,Le Hérie-la-Viéville,02120,2379,200,9.27,3.63333,49.8167
aubenton,Aubenton,02500,2031,700,23.7,4.2,49.8333
braye,Braye,02880,2118,100,1.34,3.36667,49.4333
brissay-choigny,Brissay-Choigny,02240,2123,300,8.98,3.36667,49.7167
remaucourt-02,Remaucourt,02100,2637,300,6.35,3.33333,49.9
seraucourt-le-grand,Seraucourt-le-Grand,02790,2710,800,10.56,3.21667,49.7833
berry-au-bac,Berry-au-Bac,02190,2073,500,8.1,3.9,49.4
vivaise,Vivaise,02870,2821,800,9.02,3.56667,49.6167
proviseux-et-plesnoy,Proviseux-et-Plesnoy,02190,2627,100,11.21,4.0,49.4667
caumont-02,Caumont,02300,2145,600,5.71,3.18333,49.6167
villers-le-sec-02,Villers-le-Sec,02240,2813,300,10.57,3.5,49.7833
vichel-nanteuil,Vichel-Nanteuil,02210,2796,100,6.39,3.28333,49.1833
romery-02,Romery,02120,2654,100,3.96,3.73333,49.9
fontaine-les-clercs,Fontaine-lès-Clercs,02680,2320,300,5.33,3.21667,49.8
chery-les-pouilly,Chéry-lès-Pouilly,02000,2180,700,17.22,3.6,49.65
pithon,Pithon,02480,2604,100,2.44,3.1,49.75
beaurieux-02,Beaurieux,02160,2058,800,9.69,3.73333,49.4
sinceny,Sinceny,02300,2719,2200,13.13,3.25,49.6
bouffignereux,Bouffignereux,02160,2104,100,4.36,3.85,49.3667
saint-gengoulph,Saint-Gengoulph,02810,2679,100,7.57,3.21667,49.1167
pargny-les-bois,Pargny-les-Bois,02270,2591,100,6.83,3.61667,49.7167
montigny-l-allier,Montigny-l'Allier,02810,2512,300,10.14,3.1,49.1167
beuvardes,Beuvardes,02130,2083,700,15.66,3.48333,49.15
cuissy-et-geny,Cuissy-et-Geny,02160,2252,100,4.97,3.7,49.4167
reuilly-sauvigny,Reuilly-Sauvigny,02850,2645,200,6.54,3.55,49.0667
vailly-sur-aisne,Vailly-sur-Aisne,02370,2758,2100,9.97,3.51667,49.4167
bievres-02,Bièvres,02860,2088,100,2.64,3.71667,49.5
berny-riviere,Berny-Rivière,02290,2071,600,7.87,3.15,49.4167
perles,Perles,02160,2597,100,3.7,3.65,49.3167
fontenelle-en-brie,Fontenelle-en-Brie,02540,2325,200,8.47,3.48333,48.9167
neuflieux,Neuflieux,02300,2542,100,1.9,3.16667,49.6
sainte-croix-02,Sainte-Croix,02820,2675,100,3.35,3.78333,49.4833
pargny-la-dhuys,Pargny-la-Dhuys,02330,2590,200,12.66,3.55,48.95
brenelle,Brenelle,02220,2120,200,4.34,3.53333,49.3667
urvillers,Urvillers,02690,2756,600,13.69,3.31667,49.7833
laversine,Laversine,02600,2415,100,7.22,3.16667,49.35
origny-sainte-benoite,Origny-Sainte-Benoite,02390,2575,1700,23.3,3.5,49.8333
cuiry-housse,Cuiry-Housse,02220,2249,100,8.54,3.48333,49.3
neuville-les-dorengt,La Neuville-lès-Dorengt,02450,2548,400,10.88,3.68333,49.9667
blanzy-les-fismes,Blanzy-lès-Fismes,02160,2091,100,5.27,3.66667,49.3333
hargicourt-02,Hargicourt,02420,2370,500,8.12,3.18,49.9623
villers-sur-fere,Villers-sur-Fère,02130,2816,500,10.79,3.53333,49.1833
herie,La Hérie,02500,2378,200,4.22,4.05,49.8833
bonnesvalyn,Bonnesvalyn,02400,2099,200,6.34,3.31667,49.1167
haution,Haution,02140,2377,100,9.34,3.83333,49.85
berzy-le-sec,Berzy-le-Sec,02200,2077,400,11.69,3.31667,49.3333
vallee-au-ble,La Vallée-au-Blé,02140,2759,300,5.17,3.78333,49.8667
catelet,Le Catelet,02420,2143,200,0.41,3.25,50.0
gizy,Gizy,02350,2346,700,10.25,3.76667,49.6
saint-algis,Saint-Algis,02260,2670,200,6.89,3.81667,49.8833
saint-aubin-02,Saint-Aubin,02300,2671,300,8.36,3.18333,49.5167
bancigny,Bancigny,02140,2044,0,3.32,4.01667,49.8
villeneuve-sur-fere,Villeneuve-sur-Fère,02130,2806,300,10.3,3.46667,49.1833
fleury-02,Fleury,02600,2316,100,6.51,3.15639,49.2581
quincy-sous-le-mont,Quincy-sous-le-Mont,02220,2633,100,5.04,3.55,49.3
besny-et-loizy,Besny-et-Loizy,02870,2080,400,9.76,3.58333,49.6
chery-les-rozoy,Chéry-lès-Rozoy,02360,2181,100,4.73,4.08333,49.7167
chauny,Chauny,02300,2173,12100,13.28,3.21667,49.6167
sommette-eaucourt,Sommette-Eaucourt,02480,2726,100,6.28,3.11667,49.7333
lierval,Lierval,02860,2429,100,3.77,3.61667,49.4833
chezy-sur-marne,Chézy-sur-Marne,02570,2186,1300,22.43,3.36667,48.9833
oulches-la-vallee-foulon,Oulches-la-Vallée-Foulon,02160,2578,100,4.45,3.75,49.4333
anizy-le-chateau,Anizy-le-Château,02320,2018,1900,9.49,3.45,49.5
maizy,Maizy,02160,2453,400,7.09,3.73333,49.3833
fourdrain,Fourdrain,02870,2329,400,9.45,3.46667,49.6
nampteuil-sous-muret,Nampteuil-sous-Muret,02200,2536,100,3.38,3.41667,49.3
urcel,Urcel,02000,2755,600,7.2,3.55,49.5
louatre,Louâtre,02600,2441,200,11.02,3.25,49.25
barzy-en-thierache,Barzy-en-Thiérache,02170,2050,300,7.63,3.75,50.0333
conde-en-brie,Condé-en-Brie,02330,2209,700,4.56,3.55,49.0
dampleux,Dampleux,02600,2259,400,8.19,3.15,49.25
sommelans,Sommelans,02470,2724,100,4.28,3.3,49.1333
pontruet,Pontruet,02490,2615,300,6.75,3.23333,49.9
oigny-en-valois,Oigny-en-Valois,02600,2568,200,11.88,3.13333,49.2167
loupeigne,Loupeigne,02130,2442,100,7.3,3.53333,49.25
lhuys,Lhuys,02220,2427,100,4.95,3.55,49.2833
eparcy,Éparcy,02500,2278,0,7.52,4.06667,49.8667
chapelle-monthodon,La Chapelle-Monthodon,02330,2161,200,14.28,3.63333,49.0167
morsain,Morsain,02290,2527,400,14.34,3.18333,49.45
jaulgonne,Jaulgonne,02850,2389,700,1.78,3.53333,49.0833
chermizy-ailles,Chermizy-Ailles,02860,2178,100,10.95,3.73333,49.4667
becquigny-02,Becquigny,02110,2061,300,4.67,3.46973,50.0173
festieux,Festieux,02840,2309,500,6.67,3.75,49.5167
villers-les-guise,Villers-lès-Guise,02120,2814,200,8.06,3.68333,49.9
nampcelles-la-cour,Nampcelles-la-Cour,02140,2535,100,10.89,4.0,49.7833
montigny-en-arrouaise,Montigny-en-Arrouaise,02110,2511,300,9.77,3.48333,49.9
berrieux,Berrieux,02820,2072,200,4.98,3.85,49.4833
chigny,Chigny,02120,2188,200,10.47,3.76667,49.9167
muret-et-crouttes,Muret-et-Crouttes,02210,2533,100,5.24,3.41667,49.2833
flavigny-le-grand-et-beaurain,Flavigny-le-Grand-et-Beaurain,02120,2313,500,13.63,3.66473,49.8909
laon,Laon,02000,2408,26200,42.0,3.61667,49.5667
saint-clement-02,Saint-Clément,02360,2674,100,5.01,4.06667,49.7667
dercy,Dercy,02270,2261,400,11.17,3.68333,49.7
anguilcourt-le-sart,Anguilcourt-le-Sart,02800,2017,300,9.14,3.43333,49.6833
villers-en-prayeres,Villers-en-Prayères,02160,2811,100,5.74,3.66667,49.3833
chalandry,Chalandry,02270,2156,200,7.66,3.63333,49.6833
laval-en-laonnois,Laval-en-Laonnois,02860,2413,300,4.51,3.6,49.5
fressancourt,Fressancourt,02800,2335,200,2.51,3.41667,49.6167
sourd,Le Sourd,02140,2731,200,7.36,3.75,49.8667
fontaine-notre-dame-02,Fontaine-Notre-Dame,02110,2322,400,11.9,3.43333,49.8833
chery-chartreuve,Chéry-Chartreuve,02220,2179,300,13.69,3.61667,49.2667
mortefontaine-02,Mortefontaine,02600,2528,200,11.9,3.07611,49.3317
serain,Serain,02110,2709,400,6.65,3.36667,50.0167
maast-et-violaine,Maast-et-Violaine,02220,2447,200,10.96,3.45,49.2833
neuville-sur-ailette,Neuville-sur-Ailette,02860,2550,100,4.45,3.7,49.4667
francilly-selency,Francilly-Selency,02760,2330,500,5.43,3.23333,49.85
bezu-le-guery,Bézu-le-Guéry,02310,2084,300,11.1,3.23333,49.0167
marle,Marle,02250,2468,2400,13.79,3.76667,49.7333
leme-02,Lemé,02140,2416,500,11.36,3.76667,49.8333
cierges,Cierges,02130,2193,100,8.22,3.6,49.1667
craonne,Craonne,02160,2234,100,8.62,3.78333,49.4333
courtemont-varennes,Courtemont-Varennes,02850,2228,300,5.98,3.55,49.0667
pommiers-02,Pommiers,02200,2610,600,6.69,3.26667,49.4
gland-02,Gland,02400,2347,500,5.65,3.46667,49.05
landouzy-la-cour,Landouzy-la-Cour,02140,2404,100,10.12,3.98333,49.85
montigny-les-conde,Montigny-lès-Condé,02330,2515,100,4.77,3.56667,48.9833
leuilly-sous-coucy,Leuilly-sous-Coucy,02380,2423,400,12.69,3.33333,49.4833
ploisy,Ploisy,02200,2607,100,2.87,3.3,49.3333
serval,Serval,02160,2715,0,2.14,3.68333,49.35
billy-sur-ourcq,Billy-sur-Ourcq,02210,2090,200,10.17,3.3,49.2167
ambrief,Ambrief,02200,2012,100,4.5,3.4,49.3167
prisces,Prisces,02140,2623,100,6.63,3.86667,49.7833
roupy,Roupy,02590,2658,200,5.9,3.18333,49.8167
roncheres-02,Ronchères,02130,2655,100,6.06,3.6,49.15
lugny-02,Lugny,02140,2444,100,4.77,3.81667,49.7833
chezy-en-orxois,Chézy-en-Orxois,02810,2185,400,16.15,3.18333,49.1333
dhuizel,Dhuizel,02220,2263,100,6.81,3.61667,49.3667
etampes-sur-marne,Étampes-sur-Marne,02400,2292,1200,2.24,3.41667,49.0333
vaux-en-vermandois,Vaux-en-Vermandois,02590,2772,200,3.85,3.15,49.8167
boue,Boué,02450,2103,1200,10.44,3.7,50.0167
fere,La Fère,02800,2304,3000,6.73,3.36667,49.6667
saint-michel-02,Saint-Michel,02830,2684,3500,42.2,4.13333,49.9167
castres-02,Castres,02680,2142,200,5.71,3.23333,49.8
mesbrecourt-richecourt,Mesbrecourt-Richecourt,02270,2480,300,8.98,3.55,49.7
beugneux,Beugneux,02210,2082,100,7.68,3.41667,49.2333
clermont-les-fermes,Clermont-les-Fermes,02340,2200,100,9.3,3.95,49.6667
condren,Condren,02700,2212,700,5.58,3.28333,49.6167
franqueville-02,Franqueville,02140,2331,100,3.04,3.80945,49.81
arcy-sainte-restitue,Arcy-Sainte-Restitue,02130,2022,400,26.43,3.46667,49.25
burelles,Burelles,02140,2136,100,13.83,3.9,49.7833
rocourt-saint-martin,Rocourt-Saint-Martin,02210,2649,300,5.76,3.38333,49.15
commenchon,Commenchon,02300,2207,200,3.33,3.16667,49.6333
voulpaix,Voulpaix,02140,2826,400,11.55,3.83333,49.8333
bucy-les-cerny,Bucy-lès-Cerny,02870,2132,200,8.74,3.51667,49.5833
renansart,Renansart,02240,2640,200,8.71,3.45,49.7167
presles-et-boves,Presles-et-Boves,02370,2620,400,9.61,3.55,49.4
lavaqueresse,Lavaqueresse,02450,2414,200,4.44,3.70833,49.95
cuffies,Cuffies,02880,2245,1700,5.02,3.31667,49.4167
villequier-aumont,Villequier-Aumont,02300,2807,600,12.34,3.2,49.65
vendelles,Vendelles,02490,2774,100,5.28,3.13333,49.9167
attilly,Attilly,02490,2029,400,11.81,3.16667,49.85
berlancourt-02,Berlancourt,02250,2068,100,5.2,3.75806,49.7787
grisolles-02,Grisolles,02210,2356,200,10.63,3.35,49.15
courcelles-sur-vesle,Courcelles-sur-Vesle,02220,2224,300,8.81,3.57195,49.3381
sons-et-roncheres,Sons-et-Ronchères,02270,2727,200,9.2,3.66667,49.75
seringes-et-nesles,Seringes-et-Nesles,02130,2713,300,13.49,3.53333,49.2
grandlup-et-fay,Grandlup-et-Fay,02350,2353,300,20.3,3.73333,49.6667
coincy-02,Coincy,02210,2203,1300,17.24,3.41667,49.1667
marly-gomont,Marly-Gomont,02120,2469,400,12.91,3.8,49.9
macogny,Macogny,02470,2449,100,6.17,3.23333,49.1667
tartiers,Tartiers,02290,2736,200,8.89,3.23333,49.4333
gibercourt,Gibercourt,02440,2345,0,2.69,3.28333,49.7333
pontru,Pontru,02490,2614,300,14.98,3.21667,49.9
trelou-sur-marne,Trélou-sur-Marne,02850,2748,1000,20.35,3.60695,49.077
ville-aux-bois-les-dizy,La Ville-aux-Bois-lès-Dizy,02340,2802,200,10.22,3.99334,49.6612
amigny-rouy,Amigny-Rouy,02700,2014,700,13.08,3.3,49.6
charmes-02,Charmes,02800,2165,1700,3.66,3.38333,49.65
viffort,Viffort,02540,2800,300,9.83,3.45,48.9667
machecourt,Mâchecourt,02350,2448,100,10.08,3.84167,49.6583
nogent-l-artaud,Nogent-l'Artaud,02310,2555,2100,23.99,3.31667,48.9667
tannieres,Tannières,02220,2735,0,2.55,3.55,49.2833
saint-erme-outre-et-ramecourt,Saint-Erme-Outre-et-Ramecourt,02820,2676,1800,20.11,3.85,49.5167
jouaignes,Jouaignes,02220,2393,200,7.84,3.5,49.3
vaucelles-et-beffecourt,Vaucelles-et-Beffecourt,02000,2765,200,4.03,3.55,49.5333
lesquielles-saint-germain,Lesquielles-Saint-Germain,02120,2422,900,16.21,3.61667,49.9333
aizy-jouy,Aizy-Jouy,02370,2008,300,14.63,3.51639,49.4348
faucoucourt,Faucoucourt,02320,2301,300,7.35,3.46667,49.5333
chavigny-02,Chavigny,02880,2175,200,5.28,3.3,49.4333
veuilly-la-poterie,Veuilly-la-Poterie,02810,2792,100,7.54,3.21667,49.0833
mezy-moulins,Mézy-Moulins,02650,2484,500,4.48,3.5,49.0667
gernicourt,Gernicourt,02160,2344,100,7.47,3.86667,49.4
quincy-basse,Quincy-Basse,02380,2632,100,3.87,3.38333,49.5167
sergy-02,Sergy,02130,2712,200,13.32,3.56667,49.1833
toulis-et-attencourt,Toulis-et-Attencourt,02250,2745,100,7.42,3.73333,49.6833
puiseux-en-retz,Puiseux-en-Retz,02600,2628,200,9.88,3.13333,49.3
leuze,Leuze,02500,2425,200,10.19,4.15,49.85
crezancy,Crézancy,02650,2239,1100,7.06,3.5,49.05
noyales,Noyales,02120,2563,200,7.18,3.55,49.9
marigny-en-orxois,Marigny-en-Orxois,02810,2465,500,15.56,3.21667,49.0667
foreste,Foreste,02590,2327,200,4.94,3.1,49.8167
wissignicourt,Wissignicourt,02320,2834,100,4.46,3.43333,49.5333
tavaux-et-pontsericourt,Tavaux-et-Pontséricourt,02250,2737,600,25.42,3.91667,49.7333
saponay,Saponay,02130,2699,300,9.93,3.48333,49.2167
ebouleau,Ébouleau,02350,2274,200,13.03,3.86667,49.6667
orainville,Orainville,02190,2572,500,8.69,4.01667,49.3833
missy-les-pierrepont,Missy-lès-Pierrepont,02350,2486,100,6.6,3.8,49.6333
neuilly-saint-front,Neuilly-Saint-Front,02470,2543,2200,17.89,3.26667,49.1667
tergnier,Tergnier,02700,2738,14500,17.95,3.3,49.65
ferte-milon,La Ferté-Milon,02460,2307,2300,18.35,3.11667,49.1667
bassoles-aulers,Bassoles-Aulers,02380,2052,100,7.03,3.38333,49.5333
verguier,Le Verguier,02490,2782,200,4.28,3.16667,49.9333
ostel,Ostel,02370,2577,100,9.1,3.56667,49.4333
sissy,Sissy,02240,2721,500,10.76,3.43333,49.8
leury,Leury,02880,2424,100,3.69,3.33333,49.4333
croix-sur-ourcq,La Croix-sur-Ourcq,02210,2241,100,10.45,3.35,49.1667
pernant,Pernant,02200,2598,700,9.83,3.23333,49.3833
etreux,Étreux,02510,2298,1600,10.36,3.65,49.9833
bruys,Bruys,02220,2129,0,5.7,3.56667,49.2667
fontenelle-02,Fontenelle,02170,2324,300,10.47,3.86667,50.0333
cerseuil,Cerseuil,02220,2152,100,4.61,3.51667,49.3333
voharies,Voharies,02140,2823,100,3.32,3.8,49.7833
saint-pierre-aigle,Saint-Pierre-Aigle,02600,2687,400,12.02,3.18333,49.3167
saint-martin-riviere,Saint-Martin-Rivière,02110,2683,100,5.52,3.53333,50.05
nanteuil-notre-dame,Nanteuil-Notre-Dame,02210,2538,100,3.72,3.4,49.2
selens,Selens,02300,2704,200,7.65,3.2,49.5
monthenault,Monthenault,02860,2508,100,2.94,3.66667,49.4833
saint-eugene-02,Saint-Eugène,02330,2677,200,6.75,3.53333,49.0167
etouvelles,Étouvelles,02000,2294,200,2.38,3.58333,49.5333
faverolles-02,Faverolles,02600,2302,300,13.79,3.17639,49.2242
lislet,Lislet,02340,2433,200,8.2,4.01667,49.6833
vendeuil,Vendeuil,02800,2775,900,14.45,3.35,49.7167
folembray,Folembray,02670,2318,1500,8.85,3.28333,49.55
courbes,Courbes,02800,2222,0,3.16,3.45,49.6833
chacrise,Chacrise,02200,2154,300,12.74,3.4,49.3
serches,Serches,02220,2711,300,9.1,3.45,49.35
acy,Acy,02200,2003,900,11.67,3.41667,49.35
verneuil-sous-coucy,Verneuil-sous-Coucy,02380,2786,100,4.58,3.31667,49.5333
bazoches-sur-vesles,Bazoches-sur-Vesles,02220,2054,400,9.49,3.61861,49.3073
mauregny-en-haye,Mauregny-en-Haye,02820,2472,400,10.46,3.8,49.5333
hartennes-et-taux,Hartennes-et-Taux,02210,2372,300,6.31,3.35,49.2667
vasseny,Vasseny,02220,2763,200,3.18,3.48333,49.35
merval,Merval,02160,2479,100,3.36,3.7,49.35
corcy,Corcy,02600,2216,300,7.25,3.21667,49.25
bony,Bony,02420,2100,100,7.98,3.21667,49.9833
breny,Breny,02210,2121,300,4.52,3.35,49.1833
brecy-02,Brécy,02210,2119,300,9.98,3.43333,49.15
bruyeres-sur-fere,Bruyères-sur-Fère,02130,2127,200,9.05,3.43333,49.1833
flavy-le-martel,Flavy-le-Martel,02520,2315,1600,12.83,3.2,49.7167
pancy-courtecon,Pancy-Courtecon,02860,2583,0,6.37,3.65,49.4667
bosmont-sur-serre,Bosmont-sur-Serre,02250,2101,200,9.68,3.86667,49.7333
missy-aux-bois,Missy-aux-Bois,02200,2485,100,3.04,3.25,49.3333
surfontaine,Surfontaine,02240,2732,100,6.38,3.45,49.7333
dagny-lambercy,Dagny-Lambercy,02140,2256,100,10.04,4.03333,49.7667
lanchy,Lanchy,02590,2402,100,3.69,3.08333,49.8333
vaudesson,Vaudesson,02320,2766,300,8.42,3.48333,49.4667
coeuvres-et-valsery,Cœuvres-et-Valsery,02600,2201,500,12.52,3.15,49.3333
epieds-02,Épieds,02400,2280,400,18.66,3.45,49.1
villeneuve-saint-germain,Villeneuve-Saint-Germain,02200,2805,2400,4.54,3.35,49.3833
alaincourt-02,Alaincourt,02240,2009,500,5.9,3.36667,49.75
soucy-02,Soucy,02600,2729,100,5.22,3.13333,49.3167
archon,Archon,02360,2021,100,6.37,4.11667,49.7417
pargny-filain,Pargny-Filain,02000,2589,200,5.01,3.53333,49.4667
germaine-02,Germaine,02590,2343,100,4.54,3.11667,49.7833
neuville-housset,La Neuville-Housset,02250,2547,100,4.99,3.71667,49.7833
belleau-02,Belleau,02400,2062,100,6.72,3.3,49.1
paars,Paars,02220,2581,300,5.15,3.6,49.3333
laniscourt,Laniscourt,02000,2407,200,3.0,3.55,49.55
sermoise,Sermoise,02220,2714,300,5.51,3.45,49.3667
barenton-bugny,Barenton-Bugny,02000,2046,600,11.38,3.65,49.6333
quierzy,Quierzy,02300,2631,400,8.09,3.13333,49.5667
cerizy,Cerizy,02240,2149,100,4.0,3.33333,49.75
ferte-chevresis,La Ferté-Chevresis,02270,2306,600,23.92,3.56667,49.7333
ramicourt,Ramicourt,02110,2635,200,3.82,3.33333,49.95
bussiares,Bussiares,02810,2137,100,7.4,3.25,49.0833
bernot,Bernot,02120,2070,400,16.56,3.5,49.8667
lerzy,Lerzy,02260,2418,200,11.54,3.86667,49.9333
samoussy,Samoussy,02840,2697,400,25.04,3.73333,49.5833
grougis,Grougis,02110,2358,400,11.26,3.53333,49.9333
macquigny,Macquigny,02120,2450,400,20.18,3.55,49.8833
flamengrie-02,La Flamengrie,02260,2312,1000,26.43,3.91667,50.0
servais,Servais,02700,2716,300,5.51,3.35,49.6167
